name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Home - Lebnani House Inc",home-lebnanihouseinc,restaurant,milwaukee,,,lebnanihouseinc@gmail.com,(414) 488-8033,https://www.lebnanihouseinc.com/,website_scrape
"Restaurant Consulting Group",restaurantconsultinggroup,restaurant,milwaukee,,,impallari@gmail.com,(720) 363-0164,http://www.restaurantconsultingservices.com/,website_scrape
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,milwaukee,,,,,,
"BLACK SHOE HOSPITALITY – APPLICATION JOB APPLICATION",blackshoehospitalityapplicationjobapplic,mediterranean,milwaukee,,,info@blackshoehospitality.com,(414) 336-1005,https://blackshoehospitality.com/,domain_guess
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,milwaukee,,,,,,
"Restaurant Musings: How Restaurants are Giving Back",restaurantmusingshowrestaurantsaregiving,restaurant,milwaukee,,,hello@heirloommke.com,(262) 229-1157,http://www.heirloommke.com/,website_scrape
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,milwaukee,,,info@southendeatsnc.com,,https://southendeatsnc.com/,domain_guess
"Looking For Delivery Fulfillment For Your Restaurant?",lookingfordeliveryfulfillmentforyourrest,deli,milwaukee,,,info@restaurantdepot.com,(512) 454-5600,https://www.restaurantdepot.com/?utm_source=listings&utm_medium=search&utm_campaign=traffic-tracking&utm_content=West-Coast&utm_term=701-TEXAS/OKC,domain_guess
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,milwaukee,,,contactme@mtibmore.com,(410) 845-1289,http://www.bmoreequipment.com/,website_scrape
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,milwaukee,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Pre",pre,restaurant,milwaukee,,,info@ammoora.com,(443) 940-6610,https://ammoora.com/,domain_guess
"Spoon and Stable",spoonandstable,restaurant,minneapolis,,,info@spoonandstable.com,(612) 224-9850,http://www.spoonandstable.com/,domain_guess
"Martina",martina,restaurant,minneapolis,,,user@domain.com,(612) 922-9913,http://www.martinarestaurant.com/,website_scrape
"Maison Margaux",maisonmargaux,restaurant,minneapolis,,,info@ragingbulldigital.com,(612) 900-1800,http://www.maisonmargauxmpls.com/,website_scrape
"Bar La Grassa",barlagrassa,restaurant,minneapolis,,,user@domain.com,(612) 333-3837,https://www.barlagrassa.com/,website_scrape
"Bûcheron",bcheron,restaurant,minneapolis,,,info@bucheronrestaurant.com,(612) 255-5632,https://www.bucheronrestaurant.com/,website_scrape
"Demi",demi,restaurant,minneapolis,,,info@demimpls.com,(612) 404-1123,https://demimpls.com/,domain_guess
"Lumi Restaurant",lumirestaurant,restaurant,minneapolis,,,info@lumimn.com,(612) 315-5249,https://www.lumimn.com/,domain_guess
"Aster Cafe",astercafe,cafe,minneapolis,,,info@astercafe.com,(612) 379-3138,http://astercafe.com/?y_source=1_NjE4OTYwOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,website_scrape
"Hai Hai",haihai,restaurant,minneapolis,,,user@domain.com,(612) 223-8640,http://haihaimpls.com/,website_scrape
"Twin Cities 400 Tavern",twincities400tavern,restaurant,minneapolis,,,user@domain.com,(612) 455-6311,https://www.tc400tavern.com/,website_scrape
"The Breakfast Club MPLS",thebreakfastclubmpls,breakfast,minneapolis,,,filler@godaddy.com,(612) 400-1126,https://www.thebreakfastclubmpls.com/,website_scrape
"Barbette",barbette,restaurant,minneapolis,,,user@domain.com,(612) 827-5710,https://www.barbette.com/menu,website_scrape
"Khâluna",khluna,restaurant,minneapolis,,,user@domain.com,(612) 345-5199,http://khaluna.com/,website_scrape
"World Street Kitchen",worldstreetkitchen,restaurant,minneapolis,,,info@order.eatwsk.com,(612) 424-8855,https://order.eatwsk.com/,domain_guess
"Estelle",estelle,restaurant,minneapolis,,,user@domain.com,(651) 330-9648,http://www.estellestp.com/,website_scrape
"The High Hat",thehighhat,restaurant,minneapolis,,,info@thehighhatmn.com,(651) 528-7941,https://www.thehighhatmn.com/live-music,domain_guess
"Red Rabbit St. Paul",redrabbitstpaul,restaurant,minneapolis,,,derrick.schrader@redcowmn.com,(651) 444-5995,https://redrabbitmn.com/st-paul/,website_scrape
"Moscow on the Hill",moscowonthehill,restaurant,minneapolis,,,user@domain.com,(651) 291-1236,http://www.moscowonthehill.com/,website_scrape
"Gus Gus",gusgus,restaurant,minneapolis,,,user@domain.com,(651) 645-4128,https://www.gusgusmn.com/,website_scrape
"Red Cow St. Paul",redcowstpaul,restaurant,minneapolis,,,mindy.tolle@redcowmn.com,(651) 789-0545,https://redcowmn.com/st-paul-selby-avenue/,website_scrape
"Tongue in Cheek",tongueincheek,restaurant,minneapolis,,,info@tongueincheek.biz,(651) 888-6148,http://tongueincheek.biz/,domain_guess
"Hen House Eatery",henhouseeatery,restaurant,minneapolis,,,barb@henhouseeatery.com,(612) 345-4664,http://henhouseeatery.com/,website_scrape
"Lake and Bryant Cafe",lakeandbryantcafe,cafe,minneapolis,,,info@lakeandbryantcafe.com,(612) 659-4450,http://lakeandbryantcafe.com/,domain_guess
"My Huong Kitchen",myhuongkitchen,restaurant,minneapolis,,,info@myhuongkitchen.com,(612) 872-2323,https://myhuongkitchen.com/,domain_guess
"Quang Restaurant",quangrestaurant,restaurant,minneapolis,,,info@quang-restaurant.com,(612) 870-4739,http://www.quang-restaurant.com/,domain_guess
"Mi-Sant Kitchen & Bakery",mi-santkitchenbakery,bakery,minneapolis,,,info@mi-sant.com,(651) 444-8107,http://misantr.square.site/,website_scrape
"Thanh Luong Vegetarian",thanhluongvegetarian,restaurant,minneapolis,,,kimthai658@gmail.com,(952) 595-5713,https://thanhluongchay.com/,website_scrape
"Lotus Restaurant",lotusrestaurant,restaurant,minneapolis,,,support@menuverse.tech,(612) 870-1218,http://lotusdtmsp.com/,website_scrape
"Ay Chiwawa Mexican Cafe",ay-chiwawa-mexican-cafe,mexican,minneapolis,,,info@mayacuisinemn.com,(612) 789-0775,http://mayacuisinemn.com/,domain_guess
"The Nicollet Diner",thenicolletdiner,restaurant,minneapolis,,,info@indiantypefoundry.com,(612) 399-6258,https://thenicolletdiner.com/,website_scrape
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,minneapolis,,,,,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,minneapolis,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,minneapolis,,,user@domain.com,(980) 549-1999,https://restaurantconstance.com/,website_scrape
"Join the group text: Text message marketing for restaurants",jointhegrouptexttextmessagemarketingforr,restaurant,minneapolis,,,info@spoonandstable.com,(612) 224-9850,http://www.spoonandstable.com/,domain_guess
"How to create a menu online in a few easy steps",howtocreateamenuonlineinafeweasysteps,restaurant,minneapolis,,,info@spoonandstable.com,(612) 224-9850,http://www.spoonandstable.com/,domain_guess
"Home - THAI CUISINE XPRESS",home-thaicuisinexpress,thai,minneapolis,,,phuitongbawinu@gmail.com,(612) 238-1862,https://thaicuisineexpressmn.com/,website_scrape
"Norms",norms,restaurant,minneapolis,,,anniejlank@gmail.com,(763) 684-0300,http://www.normswayside.com/,website_scrape
"Norms Catering",normscatering,restaurant,minneapolis,,,info@theanchorfishandchips.com,(612) 676-1300,https://theanchorfishandchips.com/?utm_source=google,domain_guess
"Restaurant Marketing & Commerce Platform",restaurantmarketingcommerceplatform,restaurant,minneapolis,,,user@domain.com,(651) 494-2257,https://www.therestaurantproject.co/,website_scrape
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,minneapolis,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Rajo Kitchen",rajokitchen,restaurant,minneapolis,,,raagindiancuisine@gmail.com,,https://raagindiancuisine.com/,website_scrape
"Pre",pre,restaurant,minneapolis,,,info@ammoora.com,(443) 940-6610,https://ammoora.com/,domain_guess
"Looking For Delivery Fulfillment For Your Restaurant?",lookingfordeliveryfulfillmentforyourrest,deli,minneapolis,,,info@restaurantdepot.com,(512) 454-5600,https://www.restaurantdepot.com/?utm_source=listings&utm_medium=search&utm_campaign=traffic-tracking&utm_content=West-Coast&utm_term=701-TEXAS/OKC,domain_guess
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,minneapolis,,,contactme@mtibmore.com,(410) 845-1289,http://www.bmoreequipment.com/,website_scrape
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,minneapolis,,,info@southendeatsnc.com,,https://southendeatsnc.com/,domain_guess
"The Stillery",thestillery,restaurant,nashville,,,info@thestillery.com,(615) 942-8080,http://www.thestillery.com/,domain_guess
"The Loveless Cafe",thelovelesscafe,cafe,nashville,,,info@lovelesscafe.com,(615) 646-9700,https://www.lovelesscafe.com/,domain_guess
"The Hampton Social",the-hampton-social,restaurant,nashville,,,norris@parkerhospitality.com,(720) 677-7595,https://www.thehamptonsocial.com/,website_scrape
"The Treehouse Nashville",thetreehousenashville,restaurant,nashville,,,management@treehousenashville.com,(629) 263-7531,https://www.treehousenashville.com/,website_scrape
"Milk & Honey Gulch",milkhoneygulch,restaurant,nashville,,,user@domain.com,(615) 712-7466,http://milkandhoneynashville.com/,website_scrape
"The Twelve Thirty Club",thetwelvethirtyclub,restaurant,nashville,,,marketing@thetwelvethirtyclub.com,(629) 236-0001,https://thetwelvethirtyclub.com/#section-four?utm_source=google&utm_medium=organic&utm_campaign=maps,website_scrape
"Pepperfire Hot Chicken",pepperfirehotchicken,chicken,nashville,,,user@domain.com,(615) 915-4441,http://www.pepperfirehotchicken.com/,website_scrape
"Pelican & Pig",pelicanpig,restaurant,nashville,,,user@domain.com,(615) 730-6887,http://www.pelicanandpig.com/,website_scrape
"Butcher & Bee",butcherbee,restaurant,nashville,,,nashville@butcherandbee.com,(615) 229-5019,https://www.butcherandbee.com/nashville,website_scrape
"Hawkers Asian Street Food",hawkersasianstreetfood,restaurant,nashville,,,info@eathawkers.com,(214) 271-8111,https://eathawkers.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,domain_guess
"Turmeric & Co",turmericco,restaurant,nashville,,,info@turmeric-and-company.com,(615) 739-5037,https://turmeric-and-company.com/?utm_source=google,domain_guess
"Redheaded Stranger",redheadedstranger,restaurant,nashville,,,info@redheadedstrangertacos.com,(615) 544-8226,http://redheadedstrangertacos.com/,domain_guess
"Butchertown Hall",butchertownhall,restaurant,nashville,,,info@butchertownhall.com,(615) 454-3634,http://www.butchertownhall.com/,website_scrape
"Rolf and Daughters",rolfanddaughters,restaurant,nashville,,,user@domain.com,(615) 866-9897,https://www.rolfanddaughters.com/,website_scrape
"5th & Taylor",5thtaylor,restaurant,nashville,,,user@domain.com,(615) 242-4747,http://www.5thandtaylor.com/,website_scrape
"Germantown Café",germantowncaf,cafe,nashville,,,info@germantowncafe.com,(615) 242-3226,https://www.germantowncafe.com/,website_scrape
"The Optimist",theoptimist,restaurant,nashville,,,user@domain.com,(615) 709-3156,https://www.theoptimistrestaurant.com/,website_scrape
"The Goat Germantown",thegoatgermantown,restaurant,nashville,,,user@domain.com,(615) 762-3101,https://www.lcgoat.com/locations/germantown/,website_scrape
"Sedona Taphouse",sedonataphouse,vietnamese,nashville,,,info@sedonataphouse.com,(615) 933-4260,https://sedonataphouse.com/locations/nashville-tn/,domain_guess
"City House",cityhouse,restaurant,nashville,,,user@domain.com,(615) 736-5838,http://cityhousenashville.com/,website_scrape
"The Iberian Pig",theiberianpig,restaurant,nashville,,,user@domain.com,(404) 994-4990,https://www.iberianpig.com/,website_scrape
"Kayne Prime",kayneprime,restaurant,nashville,,,contact@mstreetnashville.com,(615) 259-0050,https://www.kayneprimenashville.com/,website_scrape
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,nashville,,,,,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,nashville,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,nashville,,,,,,
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,nashville,,,user@domain.com,(980) 549-1999,https://restaurantconstance.com/,website_scrape
"Home - 404 Bar & Grill",home-404bargrill,restaurant,nashville,,,info@the404nashville.com,(615) 251-1404,https://www.the404nashville.com/,domain_guess
"Home - The Local Eatery & Craft Beer",home-thelocaleaterycraftbeer,restaurant,nashville,,,info@localnash.com,(615) 320-4339,https://www.localnash.com/,domain_guess
"Rock Bottom Restaurant & Brewery",rockbottomrestaurantbrewery,cafe,nashville,,,user@domain.com,(615) 678-5715,https://www.fatbottombrewing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,website_scrape
"Supper Club - SCOB in Nashville TN, and Memphis, TN",supperclub-scobinnashvilletnandmemphistn,restaurant,nashville,,,marketing@thetwelvethirtyclub.com,(629) 236-0001,https://thetwelvethirtyclub.com/#section-four?utm_source=google&utm_medium=organic&utm_campaign=maps,website_scrape
"Shrimp tempura, cream cheese, cucumber and",shrimptempuracreamcheesecucumberand,seafood,nashville,,,info@bluefinsushiramen.com,(512) 953-1200,https://bluefinsushiramen.com/,domain_guess
"Supper Club Nashville",supperclubnashville,restaurant,nashville,,,marketing@thetwelvethirtyclub.com,(629) 236-0001,https://thetwelvethirtyclub.com/#section-four?utm_source=google&utm_medium=organic&utm_campaign=maps,website_scrape
"C A T E R I N G M E N U STARTERS",cateringmenustarters,restaurant,nashville,,,info@jaspers.restaurant,(615) 327-4410,https://jaspers.restaurant/,domain_guess
"Emmy Squared",emmysquared,restaurant,nashville,,,info@emmysquaredpizza.com,(615) 248-2662,https://www.emmysquaredpizza.com/location/the-gulch-nashville-tennessee/,domain_guess
"A Letter from the CEO",aletterfromtheceo,restaurant,nashville,,,info@nokonashville.com,(615) 712-6894,http://www.nokonashville.com/,domain_guess
"Napoleon House",napoleonhouse,restaurant,nola,,,bsigur@neworleans-food.com,(504) 524-9752,http://www.napoleonhouse.com/,website_scrape
"Cochon Restaurant",cochonrestaurant,restaurant,nola,,,hellocochon@linkrestaurantgroup.com,(504) 588-2123,http://www.cochonrestaurant.com/,website_scrape
"GW Fins",gwfins,restaurant,nola,,,info@gwfins.com,(504) 581-3467,http://gwfins.com/,domain_guess
"Cochon Butcher",cochonbutcher,restaurant,nola,,,info@cochonbutcher.com,(504) 588-7675,https://cochonbutcher.com/,website_scrape
"Bourbon House",bourbonhouse,restaurant,nola,,,info@bourbonhouse.com,(504) 522-0111,http://bourbonhouse.com/,domain_guess
"zesty creole",zestycreole,southern,nola,,,zestycreole@gmail.com,(504) 766-6368,http://zestycreole.com/,website_scrape
"Creole House Restaurant & Oyster Bar",creolehouserestaurantoysterbar,seafood,nola,,,info@creolehouserestaurant.com,(504) 323-2109,https://creolehouserestaurant.com/,domain_guess
"Mambo’s",mambos,restaurant,nola,,,info@mambosnola.com,(504) 407-3717,https://www.mambosnola.com/,domain_guess
"Cafe Du Monde",cafedumonde,cafe,nola,,,office@cafedumonde.com,(504) 525-4544,http://www.cafedumonde.com/locations,website_scrape
"Cane and Table",caneandtable,restaurant,nola,,,user@domain.com,(504) 581-1112,http://www.caneandtablenola.com/,website_scrape
"The Joint",thejoint,restaurant,nola,,,info@alwayssmokin.com,(504) 949-3232,http://alwayssmokin.com/,domain_guess
"The Country Club",thecountryclub,restaurant,nola,,,info@thecountryclubneworleans.com,(504) 945-0742,http://www.thecountryclubneworleans.com/,domain_guess
"Sneaky Pickle & Bar Brine",sneakypicklebarbrine,restaurant,nola,,,info@yousneakypickle.com,(504) 218-5651,http://yousneakypickle.com/,website_scrape
"Bacchanal Fine Wine & Spirits",bacchanalfinewinespirits,restaurant,nola,,,user@domain.com,(504) 948-9111,http://www.bacchanalwine.com/,website_scrape
"The Elysian Bar",theelysianbar,restaurant,nola,,,Reservationselysianbar@hotelpeterandpaul.com,(504) 356-6769,https://ash.world/dining/the-elysian-bar/,website_scrape
"Gris-Gris",gris-gris,restaurant,nola,,,impallari@gmail.com,(504) 272-0241,http://grisgrisnola.com/,website_scrape
"Beggars Banquet",beggarsbanquet,breakfast,nola,,,user@domain.com,(504) 766-6711,http://beggarsbanquetneworleans.com/,website_scrape
"The Vintage",thevintage,restaurant,nola,,,support@thevintagenola.com,(504) 324-7144,https://www.thevintagenola.com/,website_scrape
"Atchafalaya",atchafalaya,restaurant,nola,,,fivearest@gmail.com,(504) 891-9626,http://www.atchafalayarestaurant.com/,website_scrape
"Dakar NOLA",dakarnola,restaurant,nola,,,user@domain.com,(504) 493-9396,https://www.dakarnola.com/,website_scrape
"Fives",fives,restaurant,nola,,,user@domain.com,,http://fives.bar/,website_scrape
"Salted Pearl (inside St. Roch Market)",saltedpearlinsidestrochmarket,restaurant,nola,,,micah@micahrich.com,,http://thesaltedpearl.com/,website_scrape
"The Rum House",therumhouse,restaurant,nola,,,nola@therumhouse.com,(504) 941-7560,https://www.therumhouse.com/,website_scrape
"Social Peruvian Restaurant New Orleans",socialperuvianrestaurantneworleans,latin,nola,,,n@social.restaurant,(504) 354-9142,https://www.socialrestaurant.co/,website_scrape
"Bistro Daisy",bistrodaisy,restaurant,nola,,,info@bistrodaisy.com,(504) 899-6987,http://www.bistrodaisy.com/,domain_guess
"Red Dog Diner",reddogdiner,restaurant,nola,,,info@reddogdiner.com,(504) 294-8790,https://www.reddogdiner.com/,domain_guess
"Home - The Quarter on Spring – Eureka Springs Bar",home-the-quarter-on-spring-eureka-springs-bar,restaurant,nola,,,thequarteronspring@gmail.com,(479) 253-8630,https://www.thequarteronspring.com/,website_scrape
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,nola,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,nola,,,,,,
"Hoboken Trós Greek Street Food",hobokentrsgreekstreetfood,mediterranean,nola,,,,,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,nola,,,,,,
"New Orleans Trap Kitchen: Home",neworleanstrapkitchenhome,restaurant,nola,,,info@neworleanstrapkitchen.com,(504) 510-0667,https://neworleanstrapkitchen.com/,domain_guess
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,nola,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"The State Of The Restaurant Industry In 2023 (Free Report)",thestateoftherestaurantindustryin2023fre,restaurant,nola,,,,,,
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,nola,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Top 10 New Orleans restaurants for 2019",top10neworleansrestaurantsfor2019,restaurant,nola,,,bsigur@neworleans-food.com,(504) 524-9752,http://www.napoleonhouse.com/,website_scrape
"Habana Outpost",habanaoutpost,restaurant,nola,,,info@habanaoutpost.com,(504) 900-9500,http://habanaoutpost.com/,domain_guess
"RUBY SUNSHINE NOW OPEN IN BROOK HIGHLAND",rubysunshinenowopeninbrookhighland,restaurant,nola,,,catering@rubybrunch.com,(205) 628-9200,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,website_scrape
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,nola,,,,,,
"BentoBox Presents: Hospitality Now",bentoboxpresentshospitalitynow,mediterranean,nola,,,user@domain.com,(504) 655-9002,https://www.delacroixrestaurant.com/,website_scrape
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,nola,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,nola,,,contactme@mtibmore.com,(410) 845-1289,http://www.bmoreequipment.com/,website_scrape
"Small Business Resource Center - The Green - Clover Blog",smallbusinessresourcecenter-thegreen-clo,restaurant,nola,,,,,,
"Monkey Bar",monkeybar,restaurant,nyc,,,user@domain.com,(212) 404-0365,https://nycmonkeybar.com/,website_scrape
"Recette",recette,restaurant,nyc,,,recettenyc@gmail.com,(347) 227-8829,https://www.recettebrooklyn.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=main_button,website_scrape
"Hole In The Wall",holeinthewall,restaurant,nyc,,,info@holeinthewallnyc.com,(332) 209-0473,https://www.holeinthewallnyc.com/flatiron-district,domain_guess
"The River Café",therivercaf,cafe,nyc,,,info@rivercafe.com,(718) 522-5200,https://www.rivercafe.com/,domain_guess
"Cornbread Brooklyn",cornbreadbrooklyn,bakery,nyc,,,info@cornbreadsoul.com,(718) 493-7685,http://www.cornbreadsoul.com/,domain_guess
"Fandi Mata",fandimata,restaurant,nyc,,,info@fandimata.com,(718) 388-8877,https://www.fandimata.com/,website_scrape
"LILLI RESTAURANT",lillirestaurant,restaurant,nyc,,,info@lillirestaurant.com,(347) 455-0107,https://lillirestaurant.com/,website_scrape
"Sunday In Brooklyn",sundayinbrooklyn,restaurant,nyc,,,hello@sundaybk.com,(347) 222-6722,http://sundayinbrooklyn.com/,website_scrape
"Evelina",evelina,restaurant,nyc,,,evelinabrooklyn@gmail.com,(929) 298-0209,http://www.evelinabk.com/,website_scrape
"The Alcove",thealcove,restaurant,nyc,,,info@facebook.com,(347) 813-4159,https://www.facebook.com/thealcoveny/,domain_guess
"Park Side Restaurant",parksiderestaurant,restaurant,nyc,,,info@parksiderestaurantny.com,(718) 271-9871,https://www.parksiderestaurantny.com/,domain_guess
"Casa Enrique",casaenrique,restaurant,nyc,,,info@indiantypefoundry.com,(347) 448-6040,https://casaenriquelic.com/,website_scrape
"(aged.)",aged,restaurant,nyc,,,info@agednyc.com,(718) 544-2976,https://agednyc.com/,domain_guess
"Nan Xiang Soup Dumplings - Flushing",nanxiangsoupdumplings-flushing,chinese,nyc,,,info@nanxiangxiaolongbao.com,(718) 321-3838,https://nanxiangxiaolongbao.com/?utm_source=gbp&utm_medium=organic&utm_campaign=flushing,domain_guess
"Rainhas Churrascaria",rainhaschurrascaria,restaurant,nyc,,,user@domain.com,(718) 779-8808,http://www.rainhas.com/,website_scrape
"Nuovo York Pizza",nuovoyorkpizza,pizza,nyc,,,info@nuovoyorkpizza.com,(646) 476-2428,https://www.nuovoyorkpizza.com/,domain_guess
"Rubirosa",rubirosa,restaurant,nyc,,,info@rubirosanyc.shop,(212) 965-0500,https://www.rubirosanyc.com/,website_scrape
"NY Pizza Suprema",nypizzasuprema,pizza,nyc,,,info@nypizzasuprema.com,(212) 594-8939,https://www.nypizzasuprema.com/,domain_guess
"Don Antonio",donantonio,restaurant,nyc,,,info@donantoniopizza.com,(646) 719-1043,https://www.donantoniopizza.com/,domain_guess
"Kesté Pizza e Vino",kestpizzaevino,pizza,nyc,,,info@kestepizzeria.com,(212) 243-1500,https://kestepizzeria.com/,website_scrape
"Capizzi",capizzi,restaurant,nyc,,,capizzinychellskitchen@gmail.com,(212) 695-6900,http://capizzinyc.com/,website_scrape
"Jiang Nan NYC",jiangnannyc,restaurant,nyc,,,info@jiangnanus.com,(212) 775-8998,https://jiangnanny.com/,website_scrape
"Shanghai 21",shanghai21,restaurant,nyc,,,info@shanghai21nyc.com,(212) 766-6311,https://shanghai21nyc.com/,domain_guess
"Wo Hop",wohop,restaurant,nyc,,,info@wohop17.com,(212) 962-8617,http://wohop17.com/,domain_guess
"The Best Sichuan",thebestsichuan,restaurant,nyc,,,bestsichuan39@gmail.com,(212) 889-0980,http://www.bestsichuan.com/,website_scrape
"The Best Sichuan 一品成都39",thebestsichuan39,restaurant,nyc,,,bestsichuan39@gmail.com,(212) 889-0980,http://www.bestsichuan.com/,website_scrape
"The Best Sichuan 一品成都21",thebestsichuan21,restaurant,nyc,,,info@malahouse21.com,(646) 386-7079,http://www.malahouse21.com/,domain_guess
"Chi Restaurant & Bar",chirestaurantbar,restaurant,nyc,,,info@chirestaurantnyc.com,(212) 918-1470,https://chirestaurantnyc.com/,website_scrape
"Uncle Lou 快樂人",unclelou,restaurant,nyc,,,info@unclelounyc.com,(212) 966-5538,http://www.unclelounyc.com/,website_scrape
"Mountain House",mountainhouse,restaurant,nyc,,,event@szechuanmountainhouse.com,(917) 388-3866,https://www.szechuanmountainhouse.com/,website_scrape
"Hutong New York",hutongnewyork,restaurant,nyc,,,reservations@hutong-nyc.com,(212) 758-4800,http://www.hutong-nyc.com/,website_scrape
"Caroline",caroline,restaurant,nyc,,,forms@tambourine.com,(512) 982-6766,http://www.carolinerestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,website_scrape
"Two Hands",twohands,restaurant,nyc,,,info@twohandsus.com,(331) 300-2138,https://www.twohandsus.com/,domain_guess
"Magnolia Cafe",magnoliacafe,cafe,nyc,,,user@domain.com,(512) 445-0000,http://magnoliacafeaustin.com/,website_scrape
"Josephine House",josephinehouse,restaurant,nyc,,,events@josephineofaustin.com,(512) 503-8033,http://josephineofaustin.com/,website_scrape
"Day Maker Half Day Cafe",daymakerhalfdaycafe,cafe,nyc,,,info@daymakeratx.com,(512) 677-6338,https://daymakeratx.com/,domain_guess
"Au Cheval",aucheval,restaurant,nyc,,,user@domain.com,(646) 350-2429,https://www.auchevaldiner.com/nyc/home,website_scrape
"Jackson Hole Burgers",jacksonholeburgers,burgers,nyc,,,info@jacksonholeburgers.com,(212) 679-3264,https://jacksonholeburgers.com/35th/,domain_guess
"Bareburger",bareburger,burgers,nyc,,,info@bareburger.com,(212) 673-2277,https://bareburger.com/,domain_guess
"burger joint",burgerjoint,burgers,nyc,,,LGATP.Concierge@hyatt.com,(212) 708-7414,https://www.burgerjointny.com/,website_scrape
"Elephant Ear",elephantear,restaurant,nyc,,,info@elephantear.com,(646) 478-8661,https://www.elephantear.com/,domain_guess
"Soothr",soothr,restaurant,nyc,,,info@soothrnyc.com,(212) 844-9789,http://soothrnyc.com/,domain_guess
"Chalong Southern Thai",chalongsouthernthai,thai,nyc,,,Chalong@chalongnyc.com,(212) 466-6456,http://chalongnyc.com/,website_scrape
"THEP Thai Restaurant",thepthairestaurant,thai,nyc,,,info@thepnewyork.com,(212) 899-9995,http://www.thepnewyork.com/,website_scrape
"LumLum",lumlum,restaurant,nyc,,,INFO@LUMLUMNYC.COM,(646) 684-4618,http://www.lumlumnyc.com/,website_scrape
"Osteria Nonnino",osterianonnino,restaurant,nyc,,,info@indiantypefoundry.com,(212) 625-3333,http://www.osterianonnino.com/,website_scrape
"La Pecora Bianca SoHo",lapecorabiancasoho,restaurant,nyc,,,events@lapecorabianca.com,(212) 380-8202,https://www.lapecorabianca.com/,website_scrape
"Osteria La Baia",osterialabaia,restaurant,nyc,,,user@domain.com,(917) 671-9898,https://www.labaianyc.com/?y_source=1_MTAwNTA2Mjg0My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,website_scrape
"Osteria Barocca",osteriabarocca,restaurant,nyc,,,user@domain.com,(212) 951-1323,https://www.ob-ny.com/,website_scrape
"Scarpetta",scarpetta,restaurant,nyc,,,info@scarpettarestaurants.com,(212) 691-0555,https://www.scarpettarestaurants.com/location/scarpetta-new-york-city/,website_scrape
